Customer Country,Customer State,Customer City,Customer Street,Latitude,Longitude
Puerto Rico,PR,Caguas,9781 Tawny Nectar Park,18.27112579,-66.37062836
Puerto Rico,PR,Caguas,5913 Umber Orchard,18.29442787,-66.37062836
Puerto Rico,PR,Caguas,6332 Round Range,18.26632881,-66.03705597
Puerto Rico,PR,Caguas,2457 Blue Hills Heights,18.26296616,-66.37057495
Puerto Rico,PR,Caguas,921 Broad Chase,18.21187782,-66.3706131
Puerto Rico,PR,Caguas,3939 Easy Fawn Nook,18.2093277,-66.03705597
Puerto Rico,PR,Caguas,417 Hidden Rabbit Crossing,18.26964951,-66.0370636
Puerto Rico,PR,Caguas,7621 Fallen Hollow,18.2328186,-66.03705597
Puerto Rico,PR,Caguas,5319 Grand Dale Street,18.24903297,-66.0370636
Puerto Rico,PR,Caguas,1497 Little Walk,18.29131126,-66.0370636
Puerto Rico,PR,Caguas,6076 Sleepy Manor,18.2302208,-66.0370636
Puerto Rico,PR,Caguas,9918 Lazy Cape,18.23652077,-66.0370636
Puerto Rico,PR,Caguas,2858 Cinder Path,18.28129578,-66.03705597
Puerto Rico,PR,Caguas,1655 Sleepy Pine Common,18.29406548,-66.0370636
Puerto Rico,PR,Caguas,3327 Indian Centre,18.28994179,-66.37062073
Puerto Rico,PR,Caguas,7072 Blue Sky Island,18.20232201,-66.3706131
Puerto Rico,PR,Caguas,1555 Crystal Rise Forest,18.25997925,-66.37049866
Puerto Rico,PR,Caguas,8533 High Rabbit Cape,18.23804474,-66.37060547
Puerto Rico,PR,Caguas,7814 Old Glen,18.23150253,-66.03704834
Puerto Rico,PR,Caguas,4182 Indian Pond Freeway,18.27412605,-66.37060547
Puerto Rico,PR,Caguas,2805 Silver Glade,18.29695511,-66.37055206
Puerto Rico,PR,Caguas,852 Hazy Gate Circuit,18.23367119,-66.37059784
Puerto Rico,PR,Caguas,690 Cozy Meadow,18.20000076,-66.37059021
Puerto Rico,PR,Caguas,4189 Bright Rise By-pass,18.22757721,-66.04562378
Puerto Rico,PR,Caguas,2136 Silver Canyon,18.14119721,-66.63679504
Puerto Rico,PR,Caguas,3980 Cozy Bay,18.20347023,-66.03705597
Puerto Rico,PR,Caguas,9602 Cotton River Manor,18.21824455,-66.37058258
Puerto Rico,PR,Caguas,2737 Pleasant Parade,18.21779442,-66.37051392
Puerto Rico,PR,Caguas,3867 Bright Zephyr Ledge,18.28574562,-66.37052155
Puerto Rico,PR,Caguas,4355 Gentle Abbey,18.21170616,-66.37058258
Puerto Rico,PR,Caguas,2455 Cotton Limits,18.29730415,-66.37059021
Puerto Rico,PR,Caguas,1223 Cozy Mountain Stead,18.2200489,-66.3705368
Puerto Rico,PR,Caguas,1865 Bright Dale Walk,18.2548275,-66.37056732
Puerto Rico,PR,Caguas,1632 Dewy Lane,18.25711441,-66.37059784
Puerto Rico,PR,Caguas,5546 Gentle Point,18.26595497,-66.37055206
Puerto Rico,PR,Caguas,2963 Indian Elk Pathway,18.20879936,-66.37049866
Puerto Rico,PR,Bayamon,3253 Colonial Embers Vista,18.38011932,-66.18312836
Puerto Rico,PR,Caguas,2857 Honey Terrace,18.21312904,-66.37059021
Puerto Rico,PR,Caguas,2889 Sleepy Freeway,18.23575783,-66.3706131
EE. UU.,CA,Los Angeles,6340 Merry Blossom Boulevard,34.0015831,-118.4321518
EE. UU.,CO,Greeley,7168 Indian Circuit,39.60168457,-107.0304413
EE. UU.,NY,Brooklyn,9099 Shady Round,37.76897812,-122.3891907
EE. UU.,OR,Roseburg,8212 Broad Circle,43.20556259,-123.3465195
EE. UU.,NY,Brooklyn,9891 Golden Panda Highlands,40.61923981,-74.03337097
EE. UU.,MO,Saint Peters,6715 Blue Run,38.79064941,-90.61938477
EE. UU.,IL,Chicago,9128 Little Cloud Bay,41.73297119,-87.54953003
EE. UU.,CA,San Diego,4291 Dewy Hickory Ramp,32.7514801,-117.1934433
EE. UU.,IL,Chicago,7257 Thunder Quail Maze,41.79980087,-87.58843994
EE. UU.,MA,New Bedford,7002 Blue Place,41.66638184,-70.93328095
EE. UU.,GA,Augusta,3247 Shady Timber Loop,33.40760803,-82.00635529
EE. UU.,CA,Bakersfield,3245 Cotton Bear Villas,35.30034638,-119.2525253
EE. UU.,TX,San Antonio,3422 Jagged Willow Way,29.37377548,-98.46685791
EE. UU.,NM,Albuquerque,7732 Honey Dale,35.12392044,-106.723587
EE. UU.,HI,Waipahu,1812 Sunny River Wharf,21.39037895,-158.0046234
EE. UU.,PA,Philadelphia,2287 Foggy Apple Dell,40.00958252,-75.15264893
EE. UU.,CA,Long Beach,9296 Hazy Goose Bend,33.88067246,-118.2067871
EE. UU.,NY,New York,8297 Easy Thicket,40.77030945,-73.95845795
EE. UU.,NC,Chapel Hill,6476 Green Pony Manor,35.98715591,-79.06994629
EE. UU.,CA,San Diego,2649 Bright Ledge,32.75362015,-117.1964035
EE. UU.,MI,Detroit,6007 Wishing Common,42.39391327,-83.00836945
EE. UU.,MI,Ypsilanti,5834 Cotton Robin Village,42.24398804,-83.61991119
EE. UU.,AZ,Phoenix,6460 Iron Wynd,33.4926796,-112.2088623
EE. UU.,CA,San Diego,628 Misty Street,32.75856018,-117.0881882
EE. UU.,MI,East Lansing,8977 Sunny Dale Run,42.92534638,-83.98883057
EE. UU.,NY,Brooklyn,961 Crystal Farm,40.65025711,-73.94342804
EE. UU.,CT,Stamford,1632 Fallen Robin Quay,41.04875183,-73.5615921
EE. UU.,PA,Hanover,5795 Lazy View Concession,39.79706574,-77.03726959
EE. UU.,NY,Bronx,3810 Crystal Plaza,40.88479996,-73.86613464
EE. UU.,CA,Diamond Bar,3724 High Circuit,33.9956665,-117.8156967
EE. UU.,TX,Houston,6640 Golden Avenue,29.71482086,-95.51293945
EE. UU.,CA,Los Angeles,8055 Iron Ridge,33.69957733,-118.0218811
EE. UU.,CA,Hayward,8399 Cotton Crossing,37.63788986,-122.0765686
EE. UU.,WI,Milwaukee,2027 Thunder Creek Thicket,43.01760483,-87.9546051
EE. UU.,NJ,West Orange,8361 Misty Subdivision,40.77758408,-74.2411499
EE. UU.,GA,Lawrenceville,7373 Heather Nook,33.94185257,-84.08663178
EE. UU.,CT,Manchester,119 Round Vale,41.7712059,-72.52085114
EE. UU.,NY,Brooklyn,1690 Cinder Deer Chase,40.77700424,-73.31974793
EE. UU.,CA,La Puente,7810 Round Corners,34.02830887,-117.9406891
EE. UU.,CA,Los Angeles,18 Amber Orchard,34.15971375,-118.4632416
EE. UU.,CA,Victorville,5995 Dusty Highway,34.50935745,-117.3302917
EE. UU.,VA,Richmond,6332 Clear Square,37.53337097,-77.41979218
EE. UU.,MO,Florissant,7580 Sleepy Boulevard,38.80710983,-90.29780579
EE. UU.,MD,Baltimore,5284 Quiet Field,39.29141998,-76.51338959
EE. UU.,FL,Jacksonville,9889 Blue Treasure Circuit,30.19924736,-81.72353363
EE. UU.,CA,Cupertino,5676 Gentle Square,37.32278061,-122.062912
EE. UU.,CO,Littleton,760 Lazy Pines,39.522995,-104.9482193
EE. UU.,TX,Eagle Pass,7910 Cotton Branch Highway,28.71162415,-100.4991837
EE. UU.,CA,Carlsbad,4554 Indian Point,33.0895195,-117.2552032
EE. UU.,CA,Riverside,6310 Shady View Square,33.95330429,-117.3878937
EE. UU.,CA,Escondido,889 Blue Ridge,33.13012314,-117.0898895
EE. UU.,CA,Fontana,7717 Amber Woods,34.09395981,-117.4498901
EE. UU.,MO,Ballwin,9255 Thunder Butterfly Parkway,38.58180618,-90.5594635
EE. UU.,NY,Brooklyn,2433 Noble Bear Beach,40.6416893,-74.01692963
EE. UU.,PA,Carlisle,197 Quaking Trail,40.21395493,-77.18697357
EE. UU.,TX,New Braunfels,1315 Honey Rabbit Link,29.58674431,-97.98742676
EE. UU.,MO,Saint Charles,8063 Golden Street,38.78551102,-90.48577881
EE. UU.,WI,Madison,4388 Burning Goose Ridge,43.09559631,-89.35118866
EE. UU.,NV,Las Vegas,5041 Honey Round,36.0839386,-115.1725845
EE. UU.,NM,Albuquerque,2556 Umber Autoroute,35.06517029,-106.6699524
EE. UU.,SC,Goose Creek,4255 Dusty Gate Walk,32.96281815,-80.01170349
EE. UU.,FL,Tampa,9790 Cinder Autumn Expressway,28.03951073,-82.46056366
EE. UU.,CA,Ontario,4720 Noble Hills Wynd,34.07656479,-117.61409
EE. UU.,NY,Bronx,9986 Wishing Stead,40.87416458,-73.8703537
EE. UU.,TX,Pharr,5875 Grand Campus,26.19762421,-98.19145203
EE. UU.,NY,Yonkers,6425 Thunder Impasse,40.92575073,-73.87052155
EE. UU.,CA,El Monte,2845 Jagged Oak Vale,34.19438171,-118.1662979
EE. UU.,HI,Honolulu,6925 Sunny Horse Impasse,21.28647041,-157.7978058
EE. UU.,TX,Pharr,7271 Rustic End,26.19762421,-98.19145203
EE. UU.,CA,Winnetka,9890 Pleasant Highway,34.20909119,-118.5710068
EE. UU.,FL,Pompano Beach,7096 Foggy Court,26.28325081,-80.09656525
EE. UU.,OH,Reynoldsburg,4171 Stony Fawn Pike,39.95420075,-82.8127594
EE. UU.,MI,Hamtramck,8621 Broad Forest,42.38851166,-83.0442276
EE. UU.,IL,Bolingbrook,872 Quaking Bluff Freeway,41.72460938,-88.0645752
EE. UU.,CA,Union City,5076 Amber Blossom Hollow,37.58462524,-122.0175552
EE. UU.,OH,Medina,1454 Blue Circuit,41.13618469,-81.73908234
EE. UU.,FL,Fort Lauderdale,5593 Blue Anchor Avenue,26.15128136,-80.21017456
EE. UU.,CA,Highland,8908 Lazy By-pass,34.42950821,-116.9525146
EE. UU.,CA,Los Angeles,771 Noble Parkway,34.20995331,-118.4617996
EE. UU.,MI,Roseville,8093 Old Autumn Green,42.4993248,-82.93652344
EE. UU.,AR,Jonesboro,3549 Middle Gate Towers,35.85791779,-90.65527344
EE. UU.,CA,Elk Grove,3133 Rocky Campus,38.41569519,-121.4185638
EE. UU.,FL,Tallahassee,1550 Rustic Grove Farms,30.49506187,-84.24580383
EE. UU.,CA,Oceanside,1440 Wishing Point,33.22548676,-117.3070679
EE. UU.,NJ,Bridgeton,3856 Heather Island Ridge,39.45430374,-75.26563263
EE. UU.,CA,Fullerton,263 Harvest Wood,33.86329651,-117.9716263
EE. UU.,CA,Encinitas,777 Blue Hills Court,33.04647064,-117.2896729
EE. UU.,CA,Montebello,633 Blue Bear Edge,34.03489304,-118.0805359
EE. UU.,CA,San Francisco,9077 Honey Route,37.80408478,-122.4188538
EE. UU.,GA,Augusta,9674 Shady Gardens,33.52104187,-82.04935455
EE. UU.,IL,Glenview,5593 Merry Pine Dell,42.0731163,-87.85407257
EE. UU.,IL,Chicago,7585 Fallen Berry Green,41.91740036,-87.68401337
EE. UU.,AZ,Tempe,8263 Harvest Estates,33.40329361,-111.9140549
EE. UU.,CA,San Jose,599 Sleepy Townline,37.26375961,-121.8059616
EE. UU.,SC,Rock Hill,7392 Pleasant Horse Orchard,34.80184555,-81.09809113
EE. UU.,NY,Rome,8056 Golden Log Bend,43.21662521,-75.45603943
EE. UU.,IL,Chicago,1531 Jagged Dale Heath,33.88656235,-117.9215698
EE. UU.,MA,New Bedford,9447 Dusty Beacon Turnabout,41.6280365,-70.92701721
EE. UU.,AZ,Tucson,287 Round Thicket,32.15084076,-111.0030136
EE. UU.,TX,Austin,4546 Golden Hills Ridge,30.35012245,-97.69873047
EE. UU.,AZ,Scottsdale,8340 Misty Anchor Private,33.59082031,-111.9261398
EE. UU.,CA,Riverside,6630 Sleepy Mews,33.98527527,-117.3377075
EE. UU.,CA,Santa Cruz,6281 Round Farm,36.97051239,-122.0238266
EE. UU.,OR,Oregon City,2280 High Hill,45.35498428,-122.6026993
EE. UU.,TX,Dallas,2122 Red Hollow,32.71303558,-96.69631958
EE. UU.,CA,Escondido,9524 Rocky Loop,33.13901901,-117.0928192
EE. UU.,NY,Tonawanda,475 Colonial Autoroute,42.9422493,-78.89958954
EE. UU.,VA,Annandale,1531 Jagged Dale Heath,38.82551575,-77.21334839
EE. UU.,TN,Memphis,805 Amber Hills Crossing,35.06880951,-89.9284668
EE. UU.,IL,Wheaton,8852 Shady Glade,41.86656189,-88.10800171
EE. UU.,TX,Plano,6629 Iron Embers View,33.03203583,-96.84355927
EE. UU.,NJ,Piscataway,75 Sunny Grounds,40.49956513,-74.44915009
EE. UU.,FL,Miami,9889 Blue Treasure Circuit,25.73170471,-80.30670166
EE. UU.,ND,Bismarck,5335 Foggy Jetty,46.81184387,-100.7877197
EE. UU.,VA,Chesapeake,9696 Lost Parade,36.70524979,-76.2432785
EE. UU.,NJ,Toms River,2089 Old Avenue,39.95728302,-74.19393158
EE. UU.,CA,Los Angeles,2459 Round Spring Towers,34.04621506,-118.1860352
EE. UU.,CA,Vista,2199 Hazy Creek Farms,33.23309708,-117.2240524
EE. UU.,IL,Algonquin,4616 Red Anchor Gardens,42.17568588,-88.37289429
EE. UU.,CO,Aurora,8943 Thunder Close,39.49591446,-98.98998261
EE. UU.,PA,Philadelphia,229 Dewy Road,40.03124619,-75.18191528
EE. UU.,CA,Escondido,4906 Umber Lookout,34.49317551,-118.2203522
EE. UU.,MI,Detroit,8546 Thunder Goose Inlet,42.41482544,-82.9394455
EE. UU.,CA,San Jose,2469 Blue Brook Crossing,37.37883377,-121.8303375
EE. UU.,GA,Marietta,8684 Golden Point,33.9172287,-84.47109222
EE. UU.,IL,Pekin,5995 Shady Anchor Canyon,40.56959915,-89.64508057
EE. UU.,CA,Santa Ana,3261 Little Meadow,33.96364975,-118.2096863
EE. UU.,TX,Dallas,7494 Emerald Terrace,32.76312256,-96.69212341
EE. UU.,CA,Canyon Country,5721 Rocky Pond Glade,34.43691254,-118.4601517
EE. UU.,IN,Indianapolis,1191 Merry Rabbit Acres,40.02439499,-86.44609833
Puerto Rico,PR,Caguas,7732 Lazy View Crest,18.26233292,-66.37054443
Puerto Rico,PR,Caguas,4948 Stony Close,18.28088379,-66.37056732
Puerto Rico,PR,Caguas,4494 Harvest Bay,18.22618675,-66.3706131
Puerto Rico,PR,Caguas,6847 Broad Orchard,18.20584297,-66.37059784
Puerto Rico,PR,Caguas,7798 Dusty Path,18.23755646,-66.37056732
Puerto Rico,PR,Caguas,2311 Green Zephyr Rise,18.24756241,-66.02526856
Puerto Rico,PR,Caguas,3899 Blue Nook,18.22846603,-66.37055969
Puerto Rico,PR,Caguas,6159 Amber Place,18.24555779,-66.37054443
Puerto Rico,PR,Caguas,5382 Cinder Mountain,18.23933983,-66.37062073
Puerto Rico,PR,Caguas,8510 Harvest Lake Parade,18.25927353,-66.37056732
Puerto Rico,PR,Caguas,710 Rustic Inlet,18.23695564,-66.37057495
Puerto Rico,PR,Caguas,6734 Grand Leaf Pathway,18.2504139,-66.37060547
Puerto Rico,PR,Caguas,7331 Velvet Fox Walk,18.23789597,-66.37060547
Puerto Rico,PR,Caguas,1214 Dusty Crescent,18.29500771,-66.37055969
Puerto Rico,PR,Caguas,1534 Cinder View Thicket,18.2042408,-66.37049866
Puerto Rico,PR,Caguas,223 Sleepy Trace,18.26105499,-66.37055969
Puerto Rico,PR,Caguas,3614 Misty Mall,18.25616074,-66.37062073
Puerto Rico,PR,Caguas,9503 Hazy Pine Edge,18.26807976,-66.3706131
Puerto Rico,PR,Caguas,7087 Middle Loop,18.26743507,-66.37054443
Puerto Rico,PR,Caguas,2743 Velvet Timber Carrefour,18.28321648,-66.37050629
Puerto Rico,PR,Caguas,2577 Dewy Apple Abbey,18.21850586,-66.37052918
Puerto Rico,PR,Caguas,1509 Burning Spring Vista,18.22169304,-66.37058258
Puerto Rico,PR,Caguas,5131 Honey Spring Farm,18.3589325,-66.07816315
Puerto Rico,PR,Caguas,5953 Lost Plaza,18.28118706,-66.3706131
Puerto Rico,PR,Caguas,3051 Dewy Creek Harbour,18.20485306,-66.37054443
Puerto Rico,PR,Caguas,5387 Amber Campus,18.28236961,-66.37055206
Puerto Rico,PR,Caguas,7175 Pleasant View,18.21722221,-66.37056732
Puerto Rico,PR,Caguas,7509 Dewy Key,18.2913971,-66.37051392
Puerto Rico,PR,Caguas,8549 Dusty View Mountain,18.28572655,-66.37052155
Puerto Rico,PR,Caguas,6231 Fallen Range,18.22246552,-66.3706131
Puerto Rico,PR,Caguas,5399 Velvet Terrace,18.2541256,-66.37052918
Puerto Rico,PR,Caguas,8172 Jagged Pond Vale,18.28007317,-66.37052918
Puerto Rico,PR,Caguas,4462 Burning Fox Mall,18.29150581,-66.37056732
Puerto Rico,PR,Caguas,8963 Hidden Panda Meadow,18.28025818,-66.37058258
Puerto Rico,PR,Caguas,423 Quaking Plaza,18.28837204,-66.37059021
Puerto Rico,PR,Caguas,8382 Rustic Branch Dale,18.26732063,-66.37062073
Puerto Rico,PR,Caguas,1070 Wishing Panda Ramp,18.20489121,-66.37063599
Puerto Rico,PR,Caguas,6759 Clear Maze,18.23380089,-66.37055969
Puerto Rico,PR,Caguas,6829 Umber Isle,18.26136398,-66.37051392
Puerto Rico,PR,Caguas,3886 Silent View Range,18.21221161,-66.37055206
Puerto Rico,PR,Caguas,3913 Old Link,18.24022293,-66.3705368
Puerto Rico,PR,Caguas,3460 Misty Elk Diversion,18.22924805,-66.37050629
Puerto Rico,PR,Caguas,7274 Blue Wagon  Villas,18.22408485,-66.04698181
Puerto Rico,PR,Caguas,852 Rocky Brook Mountain,18.26202202,-66.37059021
Puerto Rico,PR,Caguas,1936 Hazy Goose Mount,18.26877403,-66.37057495
Puerto Rico,PR,San Juan,4062 Dusty Quail Ridge,37.30836105,-107.8625183
Puerto Rico,PR,Caguas,4972 Rocky Street,18.28738594,-66.37055206
Puerto Rico,PR,Caguas,7762 Rocky Carrefour,18.23838806,-66.37052918
Puerto Rico,PR,Caguas,3261 Heather Estates,18.21581078,-66.3706131
Puerto Rico,PR,Caguas,1321 Honey Embers Mount,18.20596695,-66.37059021
Puerto Rico,PR,Caguas,100 Clear Forest Highway,18.21486473,-66.37058258
Puerto Rico,PR,Caguas,6072 Heather Landing,18.26819038,-66.37055969
Puerto Rico,PR,Caguas,1655 Foggy Rise Swale,18.24350929,-66.37060547
Puerto Rico,PR,Caguas,7668 Rustic Route,18.25714684,-66.37049866
Puerto Rico,PR,Caguas,1548 Lazy Circuit,18.27892113,-66.37059784
Puerto Rico,PR,Caguas,7320 Wishing Rise Mall,18.24287796,-66.3705368
Puerto Rico,PR,Caguas,3611 Crystal Pony Park,18.26856232,-66.37062073
Puerto Rico,PR,Caguas,4352 Quiet Horse Via,18.23033524,-66.37052918
Puerto Rico,PR,Caguas,3006 Sleepy Leaf Farm,18.21414375,-66.37052155
Puerto Rico,PR,Caguas,4197 Emerald Hollow,18.27130318,-66.37051392
Puerto Rico,PR,Caguas,7130 Velvet Jetty,18.27407646,-66.37063599
Puerto Rico,PR,Caguas,9922 Misty Oak Inlet,18.28738976,-66.3705368
Puerto Rico,PR,Caguas,8321 Little Stead,18.27091599,-66.37056732
Puerto Rico,PR,Caguas,4729 Quiet Dale Limits,18.26225281,-66.37060547
Puerto Rico,PR,Caguas,9889 Little Blossom Wood,18.22509575,-66.37060547
Puerto Rico,PR,Caguas,7449 Sleepy Edge,18.26065254,-66.37051392
Puerto Rico,PR,Caguas,8688 Fallen Anchor Lookout,18.22583389,-66.0473938
Puerto Rico,PR,Caguas,9393 Honey Autoroute,18.22941971,-66.3705368
Puerto Rico,PR,Caguas,6716 Wishing Pioneer Thicket,18.2335434,-66.37056732
Puerto Rico,PR,Caguas,9299 Heather Deer Pathway,18.21603775,-66.37062073
Puerto Rico,PR,Caguas,3019 Old Mews,18.26818085,-66.37050629
Puerto Rico,PR,Caguas,7370 Sunny Mountain,18.29504013,-66.37051392
Puerto Rico,PR,Caguas,1467 Wishing Anchor Centre,18.20602417,-66.37055969
Puerto Rico,PR,Caguas,4113 Merry Barn Expressway,18.22518158,-66.37060547
Puerto Rico,PR,Caguas,9666 Middle Oak Bank,18.29329681,-66.37059784
Puerto Rico,PR,Caguas,5224 Sleepy Townline,18.20235252,-66.37060547
Puerto Rico,PR,Caguas,5482 Amber Park,18.25808144,-66.37052155
Puerto Rico,PR,Caguas,3926 Stony Gardens,18.24239731,-66.37058258
Puerto Rico,PR,Caguas,1475 Red Berry Village,18.24479485,-66.37050629
Puerto Rico,PR,Caguas,4563 Silver Rabbit Island,18.24116325,-66.37058258
Puerto Rico,PR,Caguas,7464 Quaking Stead,18.22526169,-66.37052918
Puerto Rico,PR,Vega Baja,3033 Tawny Zephyr Cape,18.4360466,-66.47956848
Puerto Rico,PR,Caguas,5860 Grand Limits,18.25383186,-66.37055969
Puerto Rico,PR,Caguas,2557 Gentle Treasure Extension,18.28951263,-66.37060547
Puerto Rico,PR,Caguas,9749 Red Barn Harbour,18.25558472,-66.37059021
Puerto Rico,PR,San Juan,2845 Misty Mountain Freeway,36.85575485,-121.6410446
Puerto Rico,PR,San Juan,3257 Sleepy View Downs,18.39179802,-66.10529327
Puerto Rico,PR,Caguas,7780 Cozy Pond Court,18.29493904,-66.37056732
Puerto Rico,PR,Caguas,436 Noble Shadow Estates,18.22779083,-66.37057495
Puerto Rico,PR,Caguas,521 Fallen Lagoon Glade,18.24758911,-66.02526856
Puerto Rico,PR,Caguas,8093 Green Leaf Vista,18.25181198,-66.37055206
Puerto Rico,PR,Caguas,952 Misty Brook Highlands,18.24607849,-66.37060547
Puerto Rico,PR,Caguas,3888 Rustic Line,18.27350235,-66.37060547
Puerto Rico,PR,Caguas,8307 Merry Pointe,18.20364761,-66.37063599
Puerto Rico,PR,Caguas,3261 Little Meadow,18.27148628,-66.37052155
Puerto Rico,PR,Caguas,1800 Tawny Zephyr Terrace,18.21206093,-66.37055206
Puerto Rico,PR,Caguas,2104 Green Landing,18.2750473,-66.37056732
Puerto Rico,PR,Caguas,4352 Hazy Hickory Road,18.29050446,-66.37050629
Puerto Rico,PR,Caguas,4712 Quiet Sky Close,18.29528809,-66.37055206
Puerto Rico,PR,Caguas,1116 Hazy Path,18.24798775,-66.37058258
Puerto Rico,PR,Caguas,4849 Foggy Zephyr Cape,18.28711319,-66.37057495
Puerto Rico,PR,Caguas,5645 Sunny Spring Gate,18.24253082,-66.3706131
Puerto Rico,PR,Caguas,826 Tawny Embers Expressway,18.29262734,-66.37062836
Puerto Rico,PR,Caguas,8560 Rustic Pond Promenade,18.28951263,-66.37051392
Puerto Rico,PR,Caguas,5892 Emerald Shadow Boulevard,18.24539948,-66.37055206
Puerto Rico,PR,Caguas,7620 Thunder Gate,18.25436783,-66.37055206
Puerto Rico,PR,Caguas,7763 Emerald Route,18.22013664,-66.3705368
Puerto Rico,PR,Caguas,8613 Merry Lagoon Freeway,18.2294445,-66.37059021
Puerto Rico,PR,Caguas,2104 Burning Mount,18.23214531,-66.37058258
Puerto Rico,PR,Caguas,1133 Cozy Embers Plaza,18.21938515,-66.37051392
Puerto Rico,PR,Caguas,8407 Colonial Cloud Mall,18.2917347,-66.3705368
Puerto Rico,PR,Caguas,595 Sunny Line,18.24061585,-66.03705597
Puerto Rico,PR,Caguas,7588 High Way,18.22459602,-66.37060547
Puerto Rico,PR,Caguas,8428 Blue Prairie Farm,18.29652023,-66.04867554
Puerto Rico,PR,Caguas,5193 Jagged Island Place,18.219347,-66.37052918
Puerto Rico,PR,Caguas,9986 Lost Ridge,18.24442673,-66.37057495
Puerto Rico,PR,Caguas,3393 Tawny Extension,18.26193428,-66.37062836
Puerto Rico,PR,Caguas,4900 Colonial Beacon Village,18.24125481,-66.03705597
Puerto Rico,PR,Caguas,805 Colonial Prairie Turnabout,18.28461838,-66.37059021
Puerto Rico,PR,Caguas,8609 Grand Harbour,18.25045776,-66.3705368
Puerto Rico,PR,Caguas,9181 Colonial Bear Lookout,18.35902596,-66.07792664
Puerto Rico,PR,Caguas,4560 Hidden Ridge,18.22832108,-66.37055206
Puerto Rico,PR,Caguas,6132 Wishing Island Avenue,18.23153114,-66.3705368
Puerto Rico,PR,Caguas,4851 Green Rise,18.25856972,-66.37050629
Puerto Rico,PR,Caguas,7601 Pleasant Barn Run,18.29995346,-66.03705597
Puerto Rico,PR,Caguas,5731 Golden Cider Pike,18.2051239,-66.37062073
Puerto Rico,PR,Caguas,8813 Cozy Gate Hill,18.22066879,-66.37062836
EE. UU.,NY,Bronx,1595 Velvet Gate Island,40.83815384,-73.87194824
EE. UU.,MI,Detroit,2125 Gentle Cove,42.42877197,-82.98252869
EE. UU.,NJ,Princeton,5717 Quiet Dell,40.35742188,-74.64842224
EE. UU.,AZ,Chandler,7381 Cozy Horse Path,33.30517578,-111.9684448
EE. UU.,CA,Los Angeles,1497 Little Walk,33.98547363,-118.3382416
EE. UU.,CA,El Cajon,6581 Lazy Forest Centre,32.80217743,-116.9388351
EE. UU.,MN,Saint Paul,2797 Golden Ramp,44.95698166,-93.06536865
EE. UU.,OH,Hilliard,9235 Red Crossing,40.03102875,-83.13726807
EE. UU.,FL,Orange Park,5995 Hazy Avenue,30.1652298,-81.72342682
EE. UU.,NY,New York,3758 Sunny Mall,40.61753464,-73.94441223
EE. UU.,MD,Hyattsville,5578 Hazy River End,38.98765183,-76.98097229
EE. UU.,CA,Tustin,6324 Jagged Orchard,36.82581329,-121.6408463
EE. UU.,IL,Chicago,9889 Blue Treasure Circuit,41.97568893,-87.69367981
EE. UU.,NY,Tonawanda,6317 Stony Fawn Glade,43.01396942,-78.87906647
EE. UU.,TX,Amarillo,8666 Hidden Robin Farms,35.18754196,-101.8676224
EE. UU.,ND,Bismarck,109 Hazy Heath,46.80438995,-100.7311554
EE. UU.,GA,Decatur,8018 Cozy Deer Port,33.76404572,-84.25080872
EE. UU.,CA,San Pablo,2803 Hidden Willow Estates,36.15671158,-120.3462524
EE. UU.,FL,Hialeah,5723 Cinder Loop,25.87724495,-80.33294678
EE. UU.,CA,Anaheim,4600 Fallen Range,33.80156326,-117.8990173
EE. UU.,FL,Orlando,2499 Heather Highlands,28.57764053,-81.44708252
EE. UU.,NY,Brooklyn,3495 Wishing Landing,40.6416893,-74.01692963
EE. UU.,TX,San Antonio,4691 Broad Arbor,29.47656632,-98.579216
EE. UU.,PA,Philadelphia,1507 Hazy Elk Path,40.03164673,-75.12759399
EE. UU.,CA,Long Beach,5737 Honey Panda Trail,33.86135101,-118.1989517
EE. UU.,CA,Simi Valley,7832 Wishing Court,34.26791382,-118.6712112
EE. UU.,GA,Douglasville,437 Cozy Log Range,33.72855759,84.74267578
EE. UU.,MD,Catonsville,7740 Emerald Shadow Swale,39.27961731,-76.71038055
EE. UU.,NV,Henderson,1333 Merry Townline,36.04153061,-114.9654922
EE. UU.,CA,Lompoc,1513 Sunny Plaza,34.63919449,-120.477684
EE. UU.,NV,North Las Vegas,5387 Amber Campus,36.24917603,-115.0396881
EE. UU.,MD,Cumberland,2934 Merry Impasse,39.65353012,-78.76384735
EE. UU.,AR,Jonesboro,5138 Quiet Via,35.82094193,-90.63130951
EE. UU.,OH,Lakewood,1825 Quiet By-pass,40.73361969,-84.13384247
EE. UU.,FL,Opa Locka,3913 Old Link,25.94878006,-80.28707886
EE. UU.,IL,Elgin,1966 Broad Run,42.01670456,-88.26392365
EE. UU.,TX,College Station,9317 Emerald Route,30.62633896,-96.34606934
EE. UU.,MI,Hamtramck,5283 Golden Edge,42.39984894,-83.05892944
EE. UU.,TX,Round Rock,3601 Hazy Blossom Farm,30.47071457,-97.64977264
EE. UU.,TX,Mesquite,4132 Broad Gate Lane,32.80532837,-96.62866211
EE. UU.,OK,Broken Arrow,182 Bright Embers Cove,35.8944664,-97.57640839
EE. UU.,TN,Memphis,5328 Lazy Landing,35.06880951,-89.9284668
EE. UU.,IL,Lombard,3493 High Apple Walk,34.06631851,-117.8853378
