Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Password,Customer Segment,Customer Zipcode
9720,Julia,Berry,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
11796,mary,wall,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
11678,Olivia,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
3944,James,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
5848,Tammy,Sloan,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
8967,donald,west,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
4223,betty,rhodes,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
3291,Mary,Parrish,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
8315,Mary,Joyce,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
2227,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
10202,Mary,Wagner,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
931,Robert,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
11005,christian,keller,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
10595,mary,smith,XXXXXXXXX,XXXXXXXXX,Home Office,725.0
8288,Olivia,Herring,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10375,Joan,James,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
12301,john,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10888,Mary,Cline,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
113,Patricia,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11124,Mary,Bowman,XXXXXXXXX,XXXXXXXXX,Consumer,791.0
326,Shirley,Stafford,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
12090,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1774,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10413,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
19811,Darryl,Bolton,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
20116,Ivana,Rocha,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
18626,aphrodite,howe,XXXXXXXXX,XXXXXXXXX, consumer ,725.0
19915,barbara,snider,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
15227,whoopi,velez,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
18588,rhoda,welch,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17239,Lareina,Powers,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
20219,jana,clemons,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
20055,Minerva,Cantrell,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17237,Skyler,Joyce,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
20072,Jenna,Mayer,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
18937,Ainsley,Obrien,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
19799,Kelsie,Beard,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
20375,Tamekah,Oneill,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17787,Inga,Phelps,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
16119,Farrah,Becker,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
19831,raya,nichols,XXXXXXXXX,XXXXXXXXX,Consumer,957.0
19939,quemby,stein,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17803,Abra,Carter,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17156,Leigh,Cooley,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10119,Sara,Parrish,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17309,Blythe,Weber,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17504,azalia,freeman,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3705,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
56,mary,kaiser,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
20477,Quincy,Hubbard,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
475,brittany,gibbs,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
16047,Maisie,Luna,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10264,Keith,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
754,jacqueline,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10761,David,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17366,cynthia,higgins,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
17311,Kendall,Wilkinson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
15347,Rae,Bullock,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
12191,Michael,Torres,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
20349,brenna,le,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7290,brittany,gray,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2718,henry,porter,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8193,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7711,mary,powell,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2461,Maria,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6529,Aaron,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
804,William,Dudley,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6733,Dorothy,Chung,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7074,Mary,Patton,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8053,mary,dennis,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1113,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2357,Pamela,Mathis,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10880,Mary,Petty,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8447,Michael,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8901,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,784.0
10700,john,price,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10898,James,Knight,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5994,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6847,Mary,Dixon,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7182,Mary,Klein,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11504,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1613,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11074,Roy,Hill,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3476,kathy,petty,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6294,thomas,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3879,Melissa,Davis,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10027,robert,foley,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9593,alexander,camacho,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4597,Linda,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6702,christina,mckinney,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1282,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1732,Mary,Gray,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
978,nicholas,peters,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11230,Sara,Collins,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4322,Mary,Rasmussen,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2374,scott,rosario,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8211,Ronald,Mcneil,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4589,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3378,Mary,Torres,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3799,mary,wade,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3722,Russell,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6590,Mary,Henderson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
12413,Amy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9560,Mary,Oneill,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11982,Ethan,Johnson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
758,Mary,Sanders,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9860,Mary,Mckenzie,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5761,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3200,mary,barron,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3145,rose,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6774,lauren,shaffer,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8555,mary,jones,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2005,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5277,James,Morgan,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10191,Victoria,Gross,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8733,danielle,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10343,Melissa,Humphrey,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3901,Julia,Hubbard,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5236,jessica,roberts,XXXXXXXXX,XXXXXXXXX, consumer ,725.0
2838,mary,carter,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11116,Mary,Wu,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9905,mary,ramsey,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3891,Mary,Bowman,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6539,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6547,Melissa,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8929,david,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2060,Johnny,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1619,Laura,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2277,ruth,arnold,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1175,Mary,Gray,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11319,Ronald,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,612.0
10866,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2625,Betty,Wyatt,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10321,Shirley,Miller,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9073,Thomas,Skinner,XXXXXXXXX,XXXXXXXXX,Consumer,957.0
6334,dylan,fleming,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9815,Cheryl,Simmons,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5441,Sharon,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
12273,mary,dunn,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4016,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1488,Mary,Hubbard,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4076,mary,suarez,XXXXXXXXX,XXXXXXXXX,Consumer,976.0
10015,Hannah,Wolfe,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4132,Thomas,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8191,Barbara,Thompson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2469,Shawn,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11826,Barbara,Fritz,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
949,Mary,Sawyer,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10757,James,Pacheco,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3920,Zachary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4567,Rose,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1807,Mary,Curtis,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1907,mary,davis,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4042,Marilyn,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7811,mary,white,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7538,mary,baker,XXXXXXXXX,XXXXXXXXX, consumer ,725.0
7522,David,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1751,george,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7878,Helen,Lewis,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9118,karen,stevens,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1373,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3439,pamela,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6699,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2457,carl,mercer,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2771,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4569,Charles,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2572,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3987,Alice,Allen,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1757,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9986,rose,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5777,Mary,Terry,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
429,Mary,Salazar,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9848,patrick,anderson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9590,adam,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3478,Alan,Obrien,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7227,Mary,Hernandez,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1216,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2406,Mary,Adams,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
98,William,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8272,Justin,Martinez,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7056,mary,roman,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3095,patricia,hayes,XXXXXXXXX,XXXXXXXXX, consumer ,725.0
9535,Jesse,Peterson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5893,Mary,Young,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10691,Charles,Lester,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4579,William,Zimmerman,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2016,Jonathan,Wilson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6208,emma,johnson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4662,Mary,Zimmerman,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9087,alice,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10538,Evelyn,Gomez,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
419,James,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1502,Alan,Santos,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5238,Frank,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6484,george,jordan,XXXXXXXXX,XXXXXXXXX, consumer ,725.0
4511,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1315,Victoria,Edwards,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4436,Janice,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2723,Mary,Brady,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2932,mary,scott,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3102,Ralph,Dixon,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3599,Mary,Park,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4095,Mary,Lewis,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9041,Michael,Olson,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4059,Alexander,Torres,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
119,mary,rosario,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2660,mary,schwartz,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
12112,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8902,Roger,Walker,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4751,Brandon,Rowland,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5232,zachary,gonzales,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
7314,bruce,mccullough,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6245,margaret,taylor,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8812,Mary,Woodward,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5145,james,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10102,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
2092,Mary,Hunter,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8006,Michael,Leon,XXXXXXXXX,XXXXXXXXX,Consumer,921.0
10975,Martha,Bolton,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8914,Mary,Cooper,XXXXXXXXX,XXXXXXXXX,Consumer,698.0
1369,mary,walker,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
1468,robert,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9199,tammy,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10738,joshua,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9665,shawn,smith,XXXXXXXXX,XXXXXXXXX, consumer ,725.0
9089,Jessica,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11383,elizabeth,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6663,susan,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5169,tiffany,berger,XXXXXXXXX,XXXXXXXXX, consumer ,725.0
5841,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
8497,Mary,Simon,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
5461,Mary,Daniels,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
10859,jean,smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
9325,Mary,Navarro,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
6983,Mary,Black,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
568,Sean,Vaughn,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
559,paul,melton,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4246,mary,cunningham,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
4853,Mary,Miller,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3341,Carol,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
11206,Kevin,Montoya,XXXXXXXXX,XXXXXXXXX,Consumer,725.0
3983,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
6041,Daniel,Woods,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
3160,Charles,Jensen,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8658,mary,allen,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
7337,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1346,mary,gutierrez,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
12472,Leila,Mcdowell,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
3611,Mary,Mitchell,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
23,Benjamin,Duarte,XXXXXXXXX,XXXXXXXXX,Corporate,921.0
7568,justin,proctor,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
6345,david,miller,XXXXXXXXX,XXXXXXXXX,Corporate,745.0
6413,michelle,massey,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8268,joe,gamble,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8388,Kimberly,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11852,Scott,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
3169,Lawrence,Butler,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
12002,Nicholas,Davis,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4412,mary,ellison,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10785,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
2238,billy,pittman,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
2083,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1802,Cynthia,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4182,Mary,Contreras,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8032,karen,lopez,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
693,Mary,King,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
6840,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
9085,mary,anderson,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
232,Gloria,Bean,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
16,Tiffany,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1108,Walter,Rollins,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1257,dylan,perry,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
9659,paul,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4819,mary,porter,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
12430,Hannah,Brown,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8997,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4270,Charles,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
19268,Zenaida,Atkins,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
19058,Xandra,Sykes,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
19054,Octavia,Austin,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
18786,alea,davenport,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1715,mary,henson,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8565,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
2994,Mary,Lawson,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
158,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
5371,Emma,Robinson,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10490,brenda,ramirez,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
20473,Rossy,Cline,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
17950,amity,morales,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1184,Mary,Moran,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
20395,Maryam,Richmond,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11354,Lauren,Hartman,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
180,Juan,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10521,Mary,Wood,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1988,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,745.0
4759,charles,lowe,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
15491,rhoda,burgess,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
15432,Regan,Cabrera,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
9212,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
6958,Michael,Pham,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
2384,Mary,Mays,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
5799,Keith,Singleton,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
20297,constance,patton,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
16349,Charly,Sandoval,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
16325,iona,donovan,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
17805,ignacia,hartman,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10527,Billy,Sparks,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
5838,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4994,Anthony,Brooks,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
7655,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
5180,raymond,gordon,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
2830,maria,baker,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
32,alice,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
7319,Samuel,Parks,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
6935,Debra,Preston,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
3425,andrea,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8842,Mary,Gomez,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4667,cheryl,gonzalez,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
7260,Nathan,Gilmore,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1064,Aaron,Cordova,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
5955,Mildred,Burke,XXXXXXXXX,XXXXXXXXX,Corporate,983.0
11958,Barbara,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
5918,jeffrey,wright,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10089,mary,roach,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
1867,Cheryl,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8009,Steven,Dickson,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10377,Anna,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11923,harry,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4924,mary,castillo,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
497,Amanda,Odonnell,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
3553,Mary,Lloyd,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
9967,Linda,Herman,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10457,elizabeth,watkins,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11984,Richard,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10134,Mary,Stuart,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
9506,Madison,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
3736,brian,munoz,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11398,brian,smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11430,Mary,Miller,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11624,Rachel,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
7179,olivia,matthews,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
10877,mary,smith,XXXXXXXXX,XXXXXXXXX,Corporate,795.0
8915,james,grant,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
5317,Mary,Bender,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
3849,carol,thomas,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
11576,richard,andrade,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
8656,Melissa,Raymond,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
4606,Carol,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,725.0
