index,Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Password,Customer Segment
12621,11228,Michael,Trujillo,XXXXXXXXX,XXXXXXXXX,Consumer
12625,14040,maxine,salazar,XXXXXXXXX,XXXXXXXXX,Consumer
12626,11659,Steven,Gonzalez,XXXXXXXXX,XXXXXXXXX,Consumer
12633,7031,Virginia,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12634,10972,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12635,970,mary,alvarez,XXXXXXXXX,XXXXXXXXX,Consumer
12636,9180,Dorothy,Zamora,XXXXXXXXX,XXXXXXXXX,Consumer
12637,6844,Mary,Hicks,XXXXXXXXX,XXXXXXXXX,Consumer
12638,13805,Shoshana,William,XXXXXXXXX,XXXXXXXXX,Consumer
12642,8684,Tiffany,Brown,XXXXXXXXX,XXXXXXXXX,Consumer
12644,13967,Nomlanga,Hays,XXXXXXXXX,XXXXXXXXX,Consumer
12645,2254,Sarah,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12646,1229,Mary,Brewer,XXXXXXXXX,XXXXXXXXX,Consumer
12647,8280,Mary,Tyler,XXXXXXXXX,XXXXXXXXX,Consumer
12648,5234,Shirley,Humphrey,XXXXXXXXX,XXXXXXXXX,Consumer
12650,6609,Betty,Orr,XXXXXXXXX,XXXXXXXXX,Consumer
12651,6643,nicholas,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12652,6278,mary,brown,XXXXXXXXX,XXXXXXXXX,consumer
12653,13840,Stella,Walls,XXXXXXXXX,XXXXXXXXX,Consumer
12654,9487,Sandra,Ray,XXXXXXXXX,XXXXXXXXX,Consumer
12655,10996,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12656,5990,Mary,Summers,XXXXXXXXX,XXXXXXXXX,Consumer
12657,12795,Shannon,Carson,XXXXXXXXX,XXXXXXXXX,Consumer
12658,13732,carolyn,fisher,XXXXXXXXX,XXXXXXXXX,Consumer
12662,2864,mary,kelly,XXXXXXXXX,XXXXXXXXX,Consumer
12665,3033,Kevin,Larsen,XXXXXXXXX,XXXXXXXXX,Consumer
12666,1231,Mary,Norman,XXXXXXXXX,XXXXXXXXX,Consumer
12668,2652,Martha,Santiago,XXXXXXXXX,XXXXXXXXX,Consumer
12670,5553,Patricia,Lewis,XXXXXXXXX,XXXXXXXXX,Consumer
12673,849,Sandra,Barker,XXXXXXXXX,XXXXXXXXX,Consumer
12674,2594,david,cortez,XXXXXXXXX,XXXXXXXXX,Consumer
12675,3496,Brittany,Holmes,XXXXXXXXX,XXXXXXXXX,Consumer
12676,13857,freya,long,XXXXXXXXX,XXXXXXXXX,Consumer
12677,8994,janice,shea,XXXXXXXXX,XXXXXXXXX,Consumer
12679,11997,Jonathan,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12682,3976,Johnny,Costa,XXXXXXXXX,XXXXXXXXX,Consumer
12683,14713,Belle,Parker,XXXXXXXXX,XXXXXXXXX,Consumer
12684,7506,Tammy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12686,10306,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12689,21,William,Zimmerman,XXXXXXXXX,XXXXXXXXX,Consumer
12692,9313,mary,krause,XXXXXXXXX,XXXXXXXXX,Consumer
12693,10670,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12699,2789,Howard,Lindsey,XXXXXXXXX,XXXXXXXXX,Consumer
12700,6167,Larry,Ryan,XXXXXXXXX,XXXXXXXXX,Consumer
12701,11786,Mary,Macdonald,XXXXXXXXX,XXXXXXXXX,Consumer
12702,290,mary,garza,XXXXXXXXX,XXXXXXXXX,Consumer
12703,1500,carol,wilcox,XXXXXXXXX,XXXXXXXXX,Consumer
12704,10139,Mary,Gould,XXXXXXXXX,XXXXXXXXX,Consumer
12705,14820,Kim,Alexander,XXXXXXXXX,XXXXXXXXX,Consumer
12706,4703,Shirley,Lewis,XXXXXXXXX,XXXXXXXXX,Consumer
12709,10642,james,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12711,6018,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12714,1457,edward,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12716,9538,Aaron,Salazar,XXXXXXXXX,XXXXXXXXX,Consumer
12717,11420,pamela,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12721,6258,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12722,11163,Jane,Price,XXXXXXXXX,XXXXXXXXX,Consumer
12724,2535,Mary,Hart,XXXXXXXXX,XXXXXXXXX,Consumer
12725,6852,Janet,Moon,XXXXXXXXX,XXXXXXXXX,Consumer
12728,8374,mary,myers,XXXXXXXXX,XXXXXXXXX,Consumer
12730,8487,Frances,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12731,318,Samantha,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12732,2869,margaret,hansen,XXXXXXXXX,XXXXXXXXX,Consumer
12733,12215,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12734,6905,Matthew,Dunn,XXXXXXXXX,XXXXXXXXX,Consumer
12737,10552,Mary,Finley,XXXXXXXXX,XXXXXXXXX,Consumer
12738,316,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12739,8197,Alice,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12741,14836,Karly,Moon,XXXXXXXXX,XXXXXXXXX,Consumer
12747,2609,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12751,9885,Jordan,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12752,12754,jana,snider,XXXXXXXXX,XXXXXXXXX,Consumer
12754,10973,Debra,Sullivan,XXXXXXXXX,XXXXXXXXX,Consumer
12755,13835,dakota,randolph,XXXXXXXXX,XXXXXXXXX,Consumer
12762,250,Julie,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12765,1706,Joyce,Anderson,XXXXXXXXX,XXXXXXXXX,Consumer
12766,7047,Sean,Burch,XXXXXXXXX,XXXXXXXXX,Consumer
12768,1013,Frances,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12770,14780,Bertha,Jacobs,XXXXXXXXX,XXXXXXXXX,Consumer
12772,13762,Whoopi,Griffin,XXXXXXXXX,XXXXXXXXX,Consumer
12773,13690,Ruth,Small,XXXXXXXXX,XXXXXXXXX,Consumer
12776,11490,Mary,Key,XXXXXXXXX,XXXXXXXXX,Consumer
12777,13924,Catherine,Wise,XXXXXXXXX,XXXXXXXXX,Consumer
12778,11418,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12779,10953,kevin,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12784,6829,Mary,Mcdonald,XXXXXXXXX,XXXXXXXXX,Consumer
12787,8721,James,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12789,2654,donna,martinez,XXXXXXXXX,XXXXXXXXX,Consumer
12792,7243,Margaret,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12795,12752,roanna,cervantes,XXXXXXXXX,XXXXXXXXX,Consumer
12796,8091,Emily,Powell,XXXXXXXXX,XXXXXXXXX,Consumer
12797,12035,William,Mcdaniel,XXXXXXXXX,XXXXXXXXX,Consumer
12799,5275,Alan,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12800,14013,Desiree,Morin,XXXXXXXXX,XXXXXXXXX,Consumer
12801,8816,judith,shepard,XXXXXXXXX,XXXXXXXXX,Consumer
12802,7500,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12807,12389,Kimberly,King,XXXXXXXXX,XXXXXXXXX,Consumer
12809,8246,johnny,frederick,XXXXXXXXX,XXXXXXXXX,Consumer
12810,11537,lori,phelps,XXXXXXXXX,XXXXXXXXX,consumer
12811,8776,Charles,West,XXXXXXXXX,XXXXXXXXX,Consumer
12812,8926,Susan,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12813,1439,Mary,Clark,XXXXXXXXX,XXXXXXXXX,Consumer
12814,9479,kelly,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12816,8239,Mary,Harrison,XXXXXXXXX,XXXXXXXXX,Consumer
12817,9833,Jacob,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12821,9407,jason,washington,XXXXXXXXX,XXXXXXXXX,Consumer
12822,9194,mary,johnson,XXXXXXXXX,XXXXXXXXX,Consumer
12823,2819,Julie,Lin,XXXXXXXXX,XXXXXXXXX,Consumer
12825,13994,Nadine,Duncan,XXXXXXXXX,XXXXXXXXX,Consumer
12829,8949,mary,thompson,XXXXXXXXX,XXXXXXXXX,Consumer
12830,5027,Mary,Collins,XXXXXXXXX,XXXXXXXXX,Consumer
12833,8432,William,Ellis,XXXXXXXXX,XXXXXXXXX,Consumer
12834,11539,Mary,Shaffer,XXXXXXXXX,XXXXXXXXX,Consumer
12837,13867,Camille,Cote,XXXXXXXXX,XXXXXXXXX,Consumer
12841,8237,Emma,Munoz,XXXXXXXXX,XXXXXXXXX,Consumer
12843,12804,Jacqueline,Phillips,XXXXXXXXX,XXXXXXXXX,Consumer
12845,2791,martha,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12847,13759,jaden,barron,XXXXXXXXX,XXXXXXXXX,Consumer
12848,13561,Piper,Everett,XXXXXXXXX,XXXXXXXXX,Consumer
12849,14777,Katell,Arnold,XXXXXXXXX,XXXXXXXXX,Consumer
12850,11631,Jennifer,Mckenzie,XXXXXXXXX,XXXXXXXXX,Consumer
12854,3774,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12855,2946,Mary,Stanley,XXXXXXXXX,XXXXXXXXX,Consumer
12857,9105,Marie,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12859,7901,Jacob,Daniels,XXXXXXXXX,XXXXXXXXX,Consumer
12860,2638,Mary,Hardy,XXXXXXXXX,XXXXXXXXX,Consumer
12862,6455,Ethan,Brown,XXXXXXXXX,XXXXXXXXX,Consumer
12863,4946,howard,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12864,2344,danielle,reid,XXXXXXXXX,XXXXXXXXX,consumer
12865,3538,mary,henry,XXXXXXXXX,XXXXXXXXX,Consumer
12867,13740,madeline,harmon,XXXXXXXXX,XXXXXXXXX,Consumer
12868,976,Shirley,Henson,XXXXXXXXX,XXXXXXXXX,Consumer
12869,7616,Mary,Mason,XXXXXXXXX,XXXXXXXXX,Consumer
12870,3532,Carolyn,Henderson,XXXXXXXXX,XXXXXXXXX,Consumer
12873,5409,Ethan,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12874,3843,Ruth,Carter,XXXXXXXXX,XXXXXXXXX,Consumer
12875,9790,gary,everett,XXXXXXXXX,XXXXXXXXX,Consumer
12876,6937,betty,wolfe,XXXXXXXXX,XXXXXXXXX,Consumer
12879,14721,elaine,cherry,XXXXXXXXX,XXXXXXXXX,Consumer
12880,1073,Rachel,Holt,XXXXXXXXX,XXXXXXXXX,Consumer
12881,9218,Anna,Conrad,XXXXXXXXX,XXXXXXXXX,Consumer
12882,6481,Joe,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12884,12784,Olympia,Hurst,XXXXXXXXX,XXXXXXXXX,Consumer
12886,1037,john,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12889,2242,Mary,Johnson,XXXXXXXXX,XXXXXXXXX,Consumer
12894,6020,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12898,9009,mary,sanchez,XXXXXXXXX,XXXXXXXXX,Consumer
12899,11728,laura,smith,XXXXXXXXX,XXXXXXXXX,Consumer
12900,8960,Janet,Roy,XXXXXXXXX,XXXXXXXXX,Consumer
12901,7950,Paul,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12902,7404,mary,lynch,XXXXXXXXX,XXXXXXXXX,Consumer
12905,13792,hilary,moon,XXXXXXXXX,XXXXXXXXX,Consumer
12906,1787,Mary,Hancock,XXXXXXXXX,XXXXXXXXX,Consumer
12911,9825,Sandra,Johnson,XXXXXXXXX,XXXXXXXXX,Consumer
12916,1364,Mary,Kirk,XXXXXXXXX,XXXXXXXXX,Consumer
12918,1115,Henry,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12919,3723,Mary,Jones,XXXXXXXXX,XXXXXXXXX,Consumer
12921,7409,Daniel,Bowers,XXXXXXXXX,XXXXXXXXX,Consumer
12922,12782,Nayda,Blackburn,XXXXXXXXX,XXXXXXXXX,Consumer
12923,13845,isadora,thomas,XXXXXXXXX,XXXXXXXXX,Consumer
12925,10277,Ann,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12928,7640,Mary,Torres,XXXXXXXXX,XXXXXXXXX,Consumer
12931,5288,Timothy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12934,642,timothy,vasquez,XXXXXXXXX,XXXXXXXXX,Consumer
12936,14024,serina,reynolds,XXXXXXXXX,XXXXXXXXX,consumer
12939,14790,Evelyn,Merritt,XXXXXXXXX,XXXXXXXXX,Consumer
12940,2058,Mary,Hernandez,XXXXXXXXX,XXXXXXXXX,Consumer
12941,3542,Mary,Russell,XXXXXXXXX,XXXXXXXXX,Consumer
12948,9155,Evelyn,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12949,1979,kimberly,kramer,XXXXXXXXX,XXXXXXXXX,Consumer
12950,12745,rosalyn,barry,XXXXXXXXX,XXXXXXXXX,Consumer
12951,13880,Oprah,Barlow,XXXXXXXXX,XXXXXXXXX,Consumer
12952,12039,Mary,Wilson,XXXXXXXXX,XXXXXXXXX,Consumer
12953,11587,Alice,Stewart,XXXXXXXXX,XXXXXXXXX,Consumer
12959,4108,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12960,9150,mary,osborn,XXXXXXXXX,XXXXXXXXX,Consumer
12961,361,alexander,shaw,XXXXXXXXX,XXXXXXXXX,Consumer
12962,8174,jane,simmons,XXXXXXXXX,XXXXXXXXX,Consumer
12967,168,Eric,Morris,XXXXXXXXX,XXXXXXXXX,Consumer
12968,11627,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12970,2496,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
12974,4973,Alan,Hubbard,XXXXXXXXX,XXXXXXXXX,Consumer
12976,11176,Rachel,Perez,XXXXXXXXX,XXXXXXXXX,Consumer
12982,11477,Kenneth,Bowman,XXXXXXXXX,XXXXXXXXX,Consumer
12983,6192,Tyler,Singh,XXXXXXXXX,XXXXXXXXX,Consumer
12986,8919,Mary,Conner,XXXXXXXXX,XXXXXXXXX,Consumer
12991,11134,robert,lopez,XXXXXXXXX,XXXXXXXXX,Consumer
12997,2445,Mary,Parker,XXXXXXXXX,XXXXXXXXX,Consumer
13007,9019,Carol,Davila,XXXXXXXXX,XXXXXXXXX,Consumer
13008,335,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13015,11705,Ann,Ward,XXXXXXXXX,XXXXXXXXX,Consumer
13016,3462,mary,martinez,XXXXXXXXX,XXXXXXXXX,Consumer
13017,760,emma,rivas,XXXXXXXXX,XXXXXXXXX,Consumer
13021,8420,Gregory,Fitzpatrick,XXXXXXXXX,XXXXXXXXX,Consumer
13022,8516,mary,hughes,XXXXXXXXX,XXXXXXXXX,Consumer
13024,4307,Mary,Mora,XXXXXXXXX,XXXXXXXXX,Consumer
13029,11689,samantha,parker,XXXXXXXXX,XXXXXXXXX,Consumer
13039,9424,amanda,moore,XXXXXXXXX,XXXXXXXXX,Consumer
13044,3079,charles,diaz,XXXXXXXXX,XXXXXXXXX,Consumer
13045,3530,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13046,4544,Mary,Warren,XXXXXXXXX,XXXXXXXXX,Consumer
13048,363,jennifer,obrien,XXXXXXXXX,XXXXXXXXX,Consumer
13049,11685,Mary,Myers,XXXXXXXXX,XXXXXXXXX,Consumer
13050,10078,mary,jones,XXXXXXXXX,XXXXXXXXX,Consumer
13052,2586,mary,little,XXXXXXXXX,XXXXXXXXX,Consumer
13058,2961,mary,diaz,XXXXXXXXX,XXXXXXXXX,Consumer
13062,1453,Deborah,Bauer,XXXXXXXXX,XXXXXXXXX,Consumer
13063,10443,eric,smith,XXXXXXXXX,XXXXXXXXX,consumer
13071,4953,Pamela,Burnett,XXXXXXXXX,XXXXXXXXX,Consumer
13072,6171,mary,mcdowell,XXXXXXXXX,XXXXXXXXX,Consumer
13078,10663,Nathan,Rodriguez,XXXXXXXXX,XXXXXXXXX,Consumer
13080,12254,donna,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13081,648,Ashley,Buck,XXXXXXXXX,XXXXXXXXX,Consumer
13085,4669,robert,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13100,9954,Emily,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13103,8805,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13104,7809,Kimberly,Kramer,XXXXXXXXX,XXXXXXXXX,Consumer
13110,2044,Cynthia,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13111,9510,Steven,Wright,XXXXXXXXX,XXXXXXXXX,Consumer
13116,8573,Mary,Torres,XXXXXXXXX,XXXXXXXXX,Consumer
13123,8989,Sarah,Aguilar,XXXXXXXXX,XXXXXXXXX,Consumer
13139,5247,Mary,Hunter,XXXXXXXXX,XXXXXXXXX,Consumer
13143,12096,Amber,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13147,6442,Amanda,Kelly,XXXXXXXXX,XXXXXXXXX,Consumer
13152,2447,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13171,6253,Mary,Peterson,XXXXXXXXX,XXXXXXXXX,Consumer
13180,2422,Mary,Sawyer,XXXXXXXXX,XXXXXXXXX,Consumer
13181,2777,Christina,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13182,6471,Mary,Day,XXXXXXXXX,XXXXXXXXX,Consumer
13184,10571,sharon,ingram,XXXXXXXXX,XXXXXXXXX,consumer
13186,8798,maria,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13188,11036,Bobby,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13189,9767,Mary,Clayton,XXXXXXXXX,XXXXXXXXX,Consumer
13195,5151,Sarah,Alexander,XXXXXXXXX,XXXXXXXXX,Consumer
13202,6562,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13203,11929,Amy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13208,6921,willie,stafford,XXXXXXXXX,XXXXXXXXX,Consumer
13210,7799,Susan,Olson,XXXXXXXXX,XXXXXXXXX,Consumer
13216,10925,Marie,Abbott,XXXXXXXXX,XXXXXXXXX,Consumer
13224,270,janet,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13227,7695,Mary,Brown,XXXXXXXXX,XXXXXXXXX,Consumer
13230,5401,Amber,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13234,11653,William,Collins,XXXXXXXXX,XXXXXXXXX,Consumer
13237,9382,mary,rowe,XXXXXXXXX,XXXXXXXXX,Consumer
13240,3933,mary,gomez,XXXXXXXXX,XXXXXXXXX,Consumer
13250,4166,Katherine,Wise,XXXXXXXXX,XXXXXXXXX,Consumer
13252,4344,Justin,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13254,11299,henry,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13264,6312,Andrew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13290,3727,janet,espinoza,XXXXXXXXX,XXXXXXXXX,Consumer
13295,5566,Theresa,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13300,1019,Benjamin,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13302,6324,Mary,Barrera,XXXXXXXXX,XXXXXXXXX,Consumer
13307,12470,scarlett,little,XXXXXXXXX,XXXXXXXXX,consumer
13308,12523,Shannon,Melton,XXXXXXXXX,XXXXXXXXX,Consumer
13309,12576,Ainsley,Ray,XXXXXXXXX,XXXXXXXXX,Consumer
13310,12737,Lareina,Potter,XXXXXXXXX,XXXXXXXXX,Consumer
13311,12574,Zena,Saunders,XXXXXXXXX,XXXXXXXXX,Consumer
13312,12457,Felicia,Fischer,XXXXXXXXX,XXXXXXXXX,Consumer
13313,12618,selma,camacho,XXXXXXXXX,XXXXXXXXX,Consumer
13314,12545,Kameko,Barnett,XXXXXXXXX,XXXXXXXXX,Consumer
13315,12706,Eugenia,Franklin,XXXXXXXXX,XXXXXXXXX,Consumer
13316,12741,alexa,guthrie,XXXXXXXXX,XXXXXXXXX,Consumer
13317,14926,ina,pope,XXXXXXXXX,XXXXXXXXX,Consumer
13318,12939,jennifer,serrano,XXXXXXXXX,XXXXXXXXX,Consumer
13319,14996,quintessa,harrison,XXXXXXXXX,XXXXXXXXX,Consumer
13320,14957,Amanda,Osborn,XXXXXXXXX,XXXXXXXXX,Consumer
13321,12863,Jayme,Fulton,XXXXXXXXX,XXXXXXXXX,Consumer
13322,15045,Miranda,Combs,XXXXXXXXX,XXXXXXXXX,Consumer
13323,12931,Noel,Wiley,XXXXXXXXX,XXXXXXXXX,Consumer
13324,12913,Hadley,Patel,XXXXXXXXX,XXXXXXXXX,Consumer
13325,15113,Marcia,Brown,XXXXXXXXX,XXXXXXXXX,Consumer
13326,15005,shellie,maldonado,XXXXXXXXX,XXXXXXXXX,Consumer
13327,12875,Hermione,Ashley,XXXXXXXXX,XXXXXXXXX,Consumer
13328,14950,amity,ramirez,XXXXXXXXX,XXXXXXXXX,Consumer
13329,15092,Nicole,Ayers,XXXXXXXXX,XXXXXXXXX,Consumer
13330,15110,Maggie,Cochran,XXXXXXXXX,XXXXXXXXX,Consumer
13331,15125,Tara,Webster,XXXXXXXXX,XXXXXXXXX,Consumer
13332,13419,cara,cortez,XXXXXXXXX,XXXXXXXXX,Consumer
13333,14128,alma,lowery,XXXXXXXXX,XXXXXXXXX,Consumer
13334,12964,evelyn,davenport,XXXXXXXXX,XXXXXXXXX,Consumer
13335,13115,Caryn,Fernandez,XXXXXXXXX,XXXXXXXXX,Consumer
13339,5501,samuel,white,XXXXXXXXX,XXXXXXXXX,Consumer
13340,6065,thomas,simmons,XXXXXXXXX,XXXXXXXXX,Consumer
13341,9737,Benjamin,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13343,5946,daniel,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13352,10000,Mary,Mcfarland,XXXXXXXXX,XXXXXXXXX,Consumer
13354,230,Kimberly,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13358,11897,Virginia,Herrera,XXXXXXXXX,XXXXXXXXX,Consumer
13360,7998,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13362,7759,Jesse,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13364,6866,wayne,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13372,4614,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13378,8430,Gloria,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13381,5423,ruth,brown,XXXXXXXXX,XXXXXXXXX,Consumer
13385,6196,Jennifer,Stewart,XXXXXXXXX,XXXXXXXXX,Consumer
13389,3447,Sara,Andersen,XXXXXXXXX,XXXXXXXXX,Consumer
13390,4969,mary,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13391,13594,mariam,colon,XXXXXXXXX,XXXXXXXXX,Consumer
13398,628,Margaret,Olson,XXXXXXXXX,XXXXXXXXX,Consumer
13400,867,Catherine,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13401,257,mary,harrison,XXXXXXXXX,XXXXXXXXX,Consumer
13402,7607,scott,smith,XXXXXXXXX,XXXXXXXXX,Consumer
13405,6582,mary,williams,XXXXXXXXX,XXXXXXXXX,Consumer
13419,6767,brenda,carey,XXXXXXXXX,XXXXXXXXX,Consumer
13420,5644,Carl,Horn,XXXXXXXXX,XXXXXXXXX,Consumer
13421,10282,Mary,Roberts,XXXXXXXXX,XXXXXXXXX,Consumer
13422,4309,elizabeth,gardner,XXXXXXXXX,XXXXXXXXX,Consumer
13424,5459,mary,chambers,XXXXXXXXX,XXXXXXXXX,Consumer
13425,10635,donna,torres,XXXXXXXXX,XXXXXXXXX,Consumer
13430,4013,gloria,thornton,XXXXXXXXX,XXXXXXXXX,Consumer
13434,10912,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer
13436,3903,lori,meyers,XXXXXXXXX,XXXXXXXXX,Corporate
13437,9625,Mary,Jones,XXXXXXXXX,XXXXXXXXX,Corporate
13439,446,Scott,Harris,XXXXXXXXX,XXXXXXXXX,Corporate
13442,8261,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13445,3170,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13446,3175,Mary,Little,XXXXXXXXX,XXXXXXXXX,Corporate
13448,10339,Steven,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13451,10205,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13453,4874,mary,taylor,XXXXXXXXX,XXXXXXXXX,Corporate
13456,844,jessica,price,XXXXXXXXX,XXXXXXXXX,Corporate
13459,3703,Christine,Reynolds,XXXXXXXXX,XXXXXXXXX,Corporate
13462,7641,Stephen,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13463,5573,Jordan,Ortiz,XXXXXXXXX,XXXXXXXXX,Corporate
13474,6595,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13475,6990,frank,mathews,XXXXXXXXX,XXXXXXXXX,Corporate
13477,9615,Charles,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13479,6553,larry,house,XXXXXXXXX,XXXXXXXXX,Corporate
13480,1779,Sarah,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13481,2657,Brian,Roberson,XXXXXXXXX,XXXXXXXXX,Corporate
13485,1183,Philip,King,XXXXXXXXX,XXXXXXXXX,Corporate
13490,4913,jerry,smith,XXXXXXXXX,XXXXXXXXX,Corporate
13493,9489,Danielle,Dixon,XXXXXXXXX,XXXXXXXXX,Corporate
13504,6722,Amy,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13510,4426,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13514,3820,Jessica,Carter,XXXXXXXXX,XXXXXXXXX,Corporate
13517,1909,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13520,9837,Marilyn,Short,XXXXXXXXX,XXXXXXXXX,Corporate
13535,5078,Frances,Sparks,XXXXXXXXX,XXXXXXXXX,Corporate
13547,10440,Mary,Sellers,XXXXXXXXX,XXXXXXXXX,Corporate
13552,4202,Kimberly,Griffin,XXXXXXXXX,XXXXXXXXX,Corporate
13565,9329,eugene,powell,XXXXXXXXX,XXXXXXXXX,Corporate
13567,7613,James,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13576,3189,bryan,smith,XXXXXXXXX,XXXXXXXXX,Corporate
13579,11883,Steven,Miller,XXXXXXXXX,XXXXXXXXX,Corporate
13593,10483,barbara,foster,XXXXXXXXX,XXXXXXXXX,Corporate
13617,11382,richard,gordon,XXXXXXXXX,XXXXXXXXX,Corporate
13626,86,John,Smith,XXXXXXXXX,XXXXXXXXX,Corporate
13638,9237,Mary,Fox,XXXXXXXXX,XXXXXXXXX,Corporate
13640,5356,Mary,Rasmussen,XXXXXXXXX,XXXXXXXXX,Corporate
13642,7604,Jonathan,Hill,XXXXXXXXX,XXXXXXXXX,Corporate
13650,9655,mary,shepherd,XXXXXXXXX,XXXXXXXXX,Corporate
13654,4219,linda,smith,XXXXXXXXX,XXXXXXXXX,Corporate
13678,1332,Carolyn,Gonzalez,XXXXXXXXX,XXXXXXXXX,Corporate
13684,7656,Sharon,Mendoza,XXXXXXXXX,XXXXXXXXX,Corporate
